"station_id"	"stationname"	"date"	"daytype"	"rides"	"loc"
"961308"	40960	"Pulaski-Orange"	"12/25/2013"	"U"	606	"(41.799756, -87.724493)"
"961382"	40960	"Pulaski-Orange"	"10/25/2014"	"A"	2769	"(41.799756, -87.724493)"
"961603"	40960	"Pulaski-Orange"	"08/23/2009"	"U"	1413	"(41.799756, -87.724493)"
"961800"	40960	"Pulaski-Orange"	"12/24/2007"	"W"	1819	"(41.799756, -87.724493)"
"961802"	40960	"Pulaski-Orange"	"07/31/2014"	"W"	5112	"(41.799756, -87.724493)"
"962056"	40960	"Pulaski-Orange"	"05/31/2014"	"A"	2425	"(41.799756, -87.724493)"
"962132"	40960	"Pulaski-Orange"	"09/22/2006"	"W"	5542	"(41.799756, -87.724493)"
"962232"	40960	"Pulaski-Orange"	"05/06/2015"	"W"	5670	"(41.799756, -87.724493)"
"962258"	40960	"Pulaski-Orange"	"01/20/2016"	"W"	5434	"(41.799756, -87.724493)"
"962260"	40960	"Pulaski-Orange"	"04/15/2014"	"W"	4603	"(41.799756, -87.724493)"
"962401"	40960	"Pulaski-Orange"	"02/29/2016"	"W"	5360	"(41.799756, -87.724493)"
"962539"	40960	"Pulaski-Orange"	"05/23/2001"	"W"	5578	"(41.799756, -87.724493)"
"962592"	40960	"Pulaski-Orange"	"10/14/2006"	"A"	1992	"(41.799756, -87.724493)"
"962992"	40960	"Pulaski-Orange"	"02/06/2013"	"W"	5379	"(41.799756, -87.724493)"
"963209"	40960	"Pulaski-Orange"	"04/30/2017"	"U"	1260	"(41.799756, -87.724493)"
"963218"	40960	"Pulaski-Orange"	"03/25/2016"	"W"	3897	"(41.799756, -87.724493)"
"963233"	40960	"Pulaski-Orange"	"05/13/2004"	"W"	5205	"(41.799756, -87.724493)"
"963279"	40960	"Pulaski-Orange"	"07/09/2010"	"W"	4383	"(41.799756, -87.724493)"
"963347"	40960	"Pulaski-Orange"	"11/12/2004"	"W"	4354	"(41.799756, -87.724493)"
"963399"	40960	"Pulaski-Orange"	"04/27/2001"	"W"	5281	"(41.799756, -87.724493)"
"963402"	40960	"Pulaski-Orange"	"12/13/2014"	"A"	2602	"(41.799756, -87.724493)"
"963485"	40960	"Pulaski-Orange"	"01/07/2002"	"W"	5167	"(41.799756, -87.724493)"
"963596"	40960	"Pulaski-Orange"	"09/22/2009"	"W"	5426	"(41.799756, -87.724493)"
"963745"	40960	"Pulaski-Orange"	"01/15/2008"	"W"	5246	"(41.799756, -87.724493)"
"963841"	40960	"Pulaski-Orange"	"07/10/2004"	"A"	1730	"(41.799756, -87.724493)"
"963855"	40960	"Pulaski-Orange"	"10/30/2012"	"W"	5686	"(41.799756, -87.724493)"
"963872"	40960	"Pulaski-Orange"	"04/24/2014"	"W"	5214	"(41.799756, -87.724493)"
"964091"	40960	"Pulaski-Orange"	"11/28/2007"	"W"	5545	"(41.799756, -87.724493)"
"964204"	40960	"Pulaski-Orange"	"09/30/2009"	"W"	5466	"(41.799756, -87.724493)"
"964297"	40960	"Pulaski-Orange"	"04/12/2010"	"W"	4895	"(41.799756, -87.724493)"
"964413"	40960	"Pulaski-Orange"	"08/14/2010"	"A"	2321	"(41.799756, -87.724493)"
"964425"	40960	"Pulaski-Orange"	"12/30/2004"	"W"	3428	"(41.799756, -87.724493)"
"964431"	40960	"Pulaski-Orange"	"08/26/2014"	"W"	5464	"(41.799756, -87.724493)"
"964522"	40960	"Pulaski-Orange"	"05/05/2008"	"W"	5617	"(41.799756, -87.724493)"
"964542"	40960	"Pulaski-Orange"	"07/16/2008"	"W"	5395	"(41.799756, -87.724493)"
"964558"	40960	"Pulaski-Orange"	"02/11/2012"	"A"	1903	"(41.799756, -87.724493)"
"964604"	40960	"Pulaski-Orange"	"04/09/2012"	"W"	5436	"(41.799756, -87.724493)"
"964661"	40960	"Pulaski-Orange"	"04/19/2004"	"W"	5229	"(41.799756, -87.724493)"
"964741"	40960	"Pulaski-Orange"	"08/17/2014"	"U"	2206	"(41.799756, -87.724493)"
"964753"	40960	"Pulaski-Orange"	"03/14/2012"	"W"	5957	"(41.799756, -87.724493)"
"964944"	40960	"Pulaski-Orange"	"01/29/2001"	"W"	5289	"(41.799756, -87.724493)"
"964953"	40960	"Pulaski-Orange"	"02/07/2007"	"W"	5069	"(41.799756, -87.724493)"
"965126"	40960	"Pulaski-Orange"	"09/29/2008"	"W"	5702	"(41.799756, -87.724493)"
"965521"	40960	"Pulaski-Orange"	"03/31/2011"	"W"	5133	"(41.799756, -87.724493)"
"965699"	40960	"Pulaski-Orange"	"01/26/2015"	"W"	5217	"(41.799756, -87.724493)"
"965758"	40960	"Pulaski-Orange"	"07/18/2005"	"W"	4603	"(41.799756, -87.724493)"
"965968"	40960	"Pulaski-Orange"	"12/07/2012"	"W"	5511	"(41.799756, -87.724493)"
"966056"	40960	"Pulaski-Orange"	"07/17/2008"	"W"	5421	"(41.799756, -87.724493)"
"966074"	40960	"Pulaski-Orange"	"11/24/2015"	"W"	6168	"(41.799756, -87.724493)"
"966148"	40960	"Pulaski-Orange"	"05/08/2005"	"U"	1150	"(41.799756, -87.724493)"
"966307"	40960	"Pulaski-Orange"	"03/19/2017"	"U"	1573	"(41.799756, -87.724493)"
"966374"	40960	"Pulaski-Orange"	"11/03/2005"	"W"	5675	"(41.799756, -87.724493)"
"966386"	40960	"Pulaski-Orange"	"05/28/2004"	"W"	5037	"(41.799756, -87.724493)"
"966463"	40960	"Pulaski-Orange"	"06/01/2002"	"A"	2111	"(41.799756, -87.724493)"
"966638"	40960	"Pulaski-Orange"	"04/17/2006"	"W"	5236	"(41.799756, -87.724493)"
"966905"	40960	"Pulaski-Orange"	"02/09/2007"	"W"	4716	"(41.799756, -87.724493)"
"967361"	40960	"Pulaski-Orange"	"04/06/2009"	"W"	3716	"(41.799756, -87.724493)"
"967532"	40960	"Pulaski-Orange"	"07/17/2006"	"W"	4853	"(41.799756, -87.724493)"
"967677"	40960	"Pulaski-Orange"	"06/24/2013"	"W"	5054	"(41.799756, -87.724493)"
"967746"	40960	"Pulaski-Orange"	"07/22/2014"	"W"	4994	"(41.799756, -87.724493)"
"967895"	40960	"Pulaski-Orange"	"12/29/2010"	"W"	3275	"(41.799756, -87.724493)"
"967992"	40960	"Pulaski-Orange"	"07/29/2010"	"W"	4643	"(41.799756, -87.724493)"
"968247"	40960	"Pulaski-Orange"	"11/10/2009"	"W"	5347	"(41.799756, -87.724493)"
"968389"	40960	"Pulaski-Orange"	"08/08/2001"	"W"	4757	"(41.799756, -87.724493)"
"968616"	40960	"Pulaski-Orange"	"03/06/2010"	"A"	1971	"(41.799756, -87.724493)"
"968617"	40960	"Pulaski-Orange"	"05/14/2007"	"W"	5326	"(41.799756, -87.724493)"
"968890"	40960	"Pulaski-Orange"	"05/20/2013"	"W"	5229	"(41.799756, -87.724493)"
"969199"	40960	"Pulaski-Orange"	"08/25/2004"	"W"	4301	"(41.799756, -87.724493)"
"969237"	40960	"Pulaski-Orange"	"09/03/2001"	"U"	944	"(41.799756, -87.724493)"
"969250"	40960	"Pulaski-Orange"	"04/30/2015"	"W"	5625	"(41.799756, -87.724493)"
"969296"	40960	"Pulaski-Orange"	"08/16/2013"	"W"	4851	"(41.799756, -87.724493)"
"969383"	40960	"Pulaski-Orange"	"11/17/2017"	"W"	5526	"(41.799756, -87.724493)"
"969411"	40960	"Pulaski-Orange"	"02/11/2003"	"W"	5354	"(41.799756, -87.724493)"
"969576"	40960	"Pulaski-Orange"	"09/28/2005"	"W"	5813	"(41.799756, -87.724493)"
"969652"	40960	"Pulaski-Orange"	"02/07/2016"	"U"	1291	"(41.799756, -87.724493)"
"969893"	40960	"Pulaski-Orange"	"09/20/2013"	"W"	5652	"(41.799756, -87.724493)"
"969938"	40960	"Pulaski-Orange"	"12/04/2009"	"W"	4051	"(41.799756, -87.724493)"
"970176"	40960	"Pulaski-Orange"	"06/09/2003"	"W"	5380	"(41.799756, -87.724493)"
"970308"	40960	"Pulaski-Orange"	"11/02/2006"	"W"	5683	"(41.799756, -87.724493)"
"970634"	40960	"Pulaski-Orange"	"06/15/2017"	"W"	5380	"(41.799756, -87.724493)"
"970646"	40960	"Pulaski-Orange"	"06/27/2004"	"U"	2375	"(41.799756, -87.724493)"
"970744"	40960	"Pulaski-Orange"	"01/08/2017"	"U"	1155	"(41.799756, -87.724493)"
"970749"	40960	"Pulaski-Orange"	"08/16/2005"	"W"	4594	"(41.799756, -87.724493)"
"970829"	40960	"Pulaski-Orange"	"09/14/2012"	"W"	5232	"(41.799756, -87.724493)"
"970882"	40960	"Pulaski-Orange"	"09/11/2001"	"W"	5204	"(41.799756, -87.724493)"
"971001"	40960	"Pulaski-Orange"	"11/28/2011"	"W"	5441	"(41.799756, -87.724493)"
"971236"	40960	"Pulaski-Orange"	"02/18/2004"	"W"	5372	"(41.799756, -87.724493)"
"971736"	40960	"Pulaski-Orange"	"11/23/2005"	"W"	5295	"(41.799756, -87.724493)"
"971790"	40960	"Pulaski-Orange"	"01/10/2010"	"U"	939	"(41.799756, -87.724493)"
"972026"	40960	"Pulaski-Orange"	"06/21/2015"	"U"	1923	"(41.799756, -87.724493)"
"972366"	40960	"Pulaski-Orange"	"02/10/2016"	"W"	5151	"(41.799756, -87.724493)"
"972379"	40960	"Pulaski-Orange"	"08/28/2004"	"A"	1582	"(41.799756, -87.724493)"
"972483"	40960	"Pulaski-Orange"	"06/25/2016"	"A"	2547	"(41.799756, -87.724493)"
"972518"	40960	"Pulaski-Orange"	"02/08/2010"	"W"	4755	"(41.799756, -87.724493)"
"972607"	40960	"Pulaski-Orange"	"04/23/2012"	"W"	5543	"(41.799756, -87.724493)"
"972733"	40960	"Pulaski-Orange"	"06/15/2003"	"U"	1156	"(41.799756, -87.724493)"
"972824"	40960	"Pulaski-Orange"	"06/23/2009"	"W"	4663	"(41.799756, -87.724493)"
"972838"	40960	"Pulaski-Orange"	"07/20/2005"	"W"	5047	"(41.799756, -87.724493)"
"972866"	40960	"Pulaski-Orange"	"04/20/2009"	"W"	4834	"(41.799756, -87.724493)"
"973716"	40960	"Pulaski-Orange"	"07/13/2015"	"W"	4819	"(41.799756, -87.724493)"
"973726"	40960	"Pulaski-Orange"	"09/06/2001"	"W"	5835	"(41.799756, -87.724493)"
"973812"	40960	"Pulaski-Orange"	"06/14/2017"	"W"	5389	"(41.799756, -87.724493)"
"973872"	40960	"Pulaski-Orange"	"02/01/2011"	"W"	4407	"(41.799756, -87.724493)"
"973969"	40960	"Pulaski-Orange"	"12/07/2010"	"W"	4864	"(41.799756, -87.724493)"
"973970"	40960	"Pulaski-Orange"	"01/11/2004"	"U"	885	"(41.799756, -87.724493)"
"974668"	40960	"Pulaski-Orange"	"03/13/2015"	"W"	5441	"(41.799756, -87.724493)"
"974669"	40960	"Pulaski-Orange"	"01/05/2012"	"W"	4144	"(41.799756, -87.724493)"
"974676"	40960	"Pulaski-Orange"	"07/06/2017"	"W"	5125	"(41.799756, -87.724493)"
"974753"	40960	"Pulaski-Orange"	"07/01/2013"	"W"	4832	"(41.799756, -87.724493)"
"974981"	40960	"Pulaski-Orange"	"07/22/2007"	"U"	1424	"(41.799756, -87.724493)"
"974992"	40960	"Pulaski-Orange"	"02/04/2002"	"W"	5286	"(41.799756, -87.724493)"
"975125"	40960	"Pulaski-Orange"	"02/11/2010"	"W"	4128	"(41.799756, -87.724493)"
"975187"	40960	"Pulaski-Orange"	"04/18/2008"	"W"	5372	"(41.799756, -87.724493)"
"975298"	40960	"Pulaski-Orange"	"11/26/2009"	"U"	830	"(41.799756, -87.724493)"
"975521"	40960	"Pulaski-Orange"	"02/24/2006"	"W"	4984	"(41.799756, -87.724493)"
"975643"	40960	"Pulaski-Orange"	"01/30/2003"	"W"	5439	"(41.799756, -87.724493)"
"975696"	40960	"Pulaski-Orange"	"05/20/2016"	"W"	5326	"(41.799756, -87.724493)"
"975754"	40960	"Pulaski-Orange"	"07/12/2005"	"W"	4724	"(41.799756, -87.724493)"
"975794"	40960	"Pulaski-Orange"	"06/11/2013"	"W"	5418	"(41.799756, -87.724493)"
"976161"	40960	"Pulaski-Orange"	"10/04/2002"	"W"	5510	"(41.799756, -87.724493)"
"976589"	40960	"Pulaski-Orange"	"09/15/2003"	"W"	5922	"(41.799756, -87.724493)"
"976779"	40960	"Pulaski-Orange"	"10/15/2002"	"W"	6010	"(41.799756, -87.724493)"
"976822"	40960	"Pulaski-Orange"	"01/27/2003"	"W"	5124	"(41.799756, -87.724493)"
"976991"	40960	"Pulaski-Orange"	"05/22/2007"	"W"	5640	"(41.799756, -87.724493)"
"977008"	40960	"Pulaski-Orange"	"01/01/2005"	"U"	737	"(41.799756, -87.724493)"
"977095"	40960	"Pulaski-Orange"	"10/16/2013"	"W"	5902	"(41.799756, -87.724493)"
"977517"	40960	"Pulaski-Orange"	"11/17/2010"	"W"	5236	"(41.799756, -87.724493)"
"977561"	40960	"Pulaski-Orange"	"03/11/2004"	"W"	5291	"(41.799756, -87.724493)"
"977620"	40960	"Pulaski-Orange"	"05/03/2013"	"W"	5125	"(41.799756, -87.724493)"
"977863"	40960	"Pulaski-Orange"	"04/14/2016"	"W"	5177	"(41.799756, -87.724493)"
"977957"	40960	"Pulaski-Orange"	"02/15/2001"	"W"	5586	"(41.799756, -87.724493)"
"978309"	40960	"Pulaski-Orange"	"03/04/2017"	"A"	2192	"(41.799756, -87.724493)"
"978536"	40960	"Pulaski-Orange"	"07/16/2002"	"W"	5107	"(41.799756, -87.724493)"
"978575"	40960	"Pulaski-Orange"	"12/15/2002"	"U"	1152	"(41.799756, -87.724493)"
"978717"	40960	"Pulaski-Orange"	"08/18/2012"	"A"	2864	"(41.799756, -87.724493)"
"978841"	40960	"Pulaski-Orange"	"08/16/2004"	"W"	4451	"(41.799756, -87.724493)"
"979070"	40960	"Pulaski-Orange"	"06/26/2013"	"W"	4599	"(41.799756, -87.724493)"
"979166"	40960	"Pulaski-Orange"	"04/06/2007"	"W"	3400	"(41.799756, -87.724493)"
"979202"	40960	"Pulaski-Orange"	"08/16/2009"	"U"	1839	"(41.799756, -87.724493)"
"979359"	40960	"Pulaski-Orange"	"05/24/2015"	"U"	1757	"(41.799756, -87.724493)"
"979610"	40960	"Pulaski-Orange"	"05/05/2002"	"U"	940	"(41.799756, -87.724493)"
"979692"	40960	"Pulaski-Orange"	"08/07/2006"	"W"	5026	"(41.799756, -87.724493)"
"979985"	40960	"Pulaski-Orange"	"10/14/2004"	"W"	5562	"(41.799756, -87.724493)"
"980000"	40960	"Pulaski-Orange"	"01/02/2015"	"W"	3194	"(41.799756, -87.724493)"
"980032"	40960	"Pulaski-Orange"	"01/16/2008"	"W"	5546	"(41.799756, -87.724493)"
"980052"	40960	"Pulaski-Orange"	"08/26/2004"	"W"	4321	"(41.799756, -87.724493)"
"980100"	40960	"Pulaski-Orange"	"02/10/2013"	"U"	1244	"(41.799756, -87.724493)"
"980242"	40960	"Pulaski-Orange"	"04/20/2011"	"W"	4153	"(41.799756, -87.724493)"
"980308"	40960	"Pulaski-Orange"	"04/16/2004"	"W"	4204	"(41.799756, -87.724493)"
"980450"	40960	"Pulaski-Orange"	"01/11/2003"	"A"	1297	"(41.799756, -87.724493)"
"980459"	40960	"Pulaski-Orange"	"03/13/2009"	"W"	4724	"(41.799756, -87.724493)"
"980530"	40960	"Pulaski-Orange"	"10/30/2005"	"U"	1179	"(41.799756, -87.724493)"
"980766"	40960	"Pulaski-Orange"	"05/30/2013"	"W"	5440	"(41.799756, -87.724493)"
"980794"	40960	"Pulaski-Orange"	"09/01/2007"	"A"	2286	"(41.799756, -87.724493)"
"980928"	40960	"Pulaski-Orange"	"06/21/2007"	"W"	5317	"(41.799756, -87.724493)"
"981237"	40960	"Pulaski-Orange"	"12/31/2010"	"W"	1865	"(41.799756, -87.724493)"
"981411"	40960	"Pulaski-Orange"	"06/09/2012"	"A"	2841	"(41.799756, -87.724493)"
"981436"	40960	"Pulaski-Orange"	"11/26/2010"	"W"	2320	"(41.799756, -87.724493)"
"981509"	40960	"Pulaski-Orange"	"05/15/2010"	"A"	2251	"(41.799756, -87.724493)"
"981534"	40960	"Pulaski-Orange"	"10/04/2001"	"W"	5828	"(41.799756, -87.724493)"
"981664"	40960	"Pulaski-Orange"	"11/20/2008"	"W"	5457	"(41.799756, -87.724493)"
"981954"	40960	"Pulaski-Orange"	"06/06/2013"	"W"	5394	"(41.799756, -87.724493)"
"982051"	40960	"Pulaski-Orange"	"06/16/2007"	"A"	2191	"(41.799756, -87.724493)"
"982124"	40960	"Pulaski-Orange"	"09/12/2007"	"W"	5992	"(41.799756, -87.724493)"
"982142"	40960	"Pulaski-Orange"	"01/03/2003"	"W"	3768	"(41.799756, -87.724493)"
"982154"	40960	"Pulaski-Orange"	"12/21/2015"	"W"	4232	"(41.799756, -87.724493)"
"982229"	40960	"Pulaski-Orange"	"05/06/2013"	"W"	5386	"(41.799756, -87.724493)"
"982324"	40960	"Pulaski-Orange"	"01/28/2014"	"W"	2545	"(41.799756, -87.724493)"
"982469"	40960	"Pulaski-Orange"	"05/29/2015"	"W"	5520	"(41.799756, -87.724493)"
"982738"	40960	"Pulaski-Orange"	"06/03/2013"	"W"	5207	"(41.799756, -87.724493)"
"982787"	40960	"Pulaski-Orange"	"07/17/2003"	"W"	4917	"(41.799756, -87.724493)"
"982956"	40960	"Pulaski-Orange"	"07/17/2007"	"W"	4915	"(41.799756, -87.724493)"
"983008"	40960	"Pulaski-Orange"	"08/21/2009"	"W"	4046	"(41.799756, -87.724493)"
"983052"	40960	"Pulaski-Orange"	"06/05/2012"	"W"	5607	"(41.799756, -87.724493)"
"983082"	40960	"Pulaski-Orange"	"07/23/2013"	"W"	4994	"(41.799756, -87.724493)"
"983167"	40960	"Pulaski-Orange"	"03/14/2011"	"W"	4974	"(41.799756, -87.724493)"
"983176"	40960	"Pulaski-Orange"	"06/30/2017"	"W"	4805	"(41.799756, -87.724493)"
"983227"	40960	"Pulaski-Orange"	"09/20/2009"	"U"	1393	"(41.799756, -87.724493)"
"983261"	40960	"Pulaski-Orange"	"01/13/2011"	"W"	4772	"(41.799756, -87.724493)"
"983262"	40960	"Pulaski-Orange"	"03/08/2003"	"A"	1631	"(41.799756, -87.724493)"
"983399"	40960	"Pulaski-Orange"	"07/27/2005"	"W"	4921	"(41.799756, -87.724493)"
"983981"	40960	"Pulaski-Orange"	"05/23/2012"	"W"	5537	"(41.799756, -87.724493)"
"983992"	40960	"Pulaski-Orange"	"07/28/2004"	"W"	4785	"(41.799756, -87.724493)"
"984147"	40960	"Pulaski-Orange"	"07/26/2009"	"U"	1486	"(41.799756, -87.724493)"
"984164"	40960	"Pulaski-Orange"	"01/17/2007"	"W"	5254	"(41.799756, -87.724493)"
"984226"	40960	"Pulaski-Orange"	"10/08/2003"	"W"	5965	"(41.799756, -87.724493)"
"984379"	40960	"Pulaski-Orange"	"01/27/2002"	"U"	877	"(41.799756, -87.724493)"
"984511"	40960	"Pulaski-Orange"	"12/25/2015"	"U"	811	"(41.799756, -87.724493)"
"984560"	40960	"Pulaski-Orange"	"12/18/2010"	"A"	1741	"(41.799756, -87.724493)"
"984648"	40960	"Pulaski-Orange"	"06/21/2003"	"A"	1772	"(41.799756, -87.724493)"
"984708"	40960	"Pulaski-Orange"	"11/29/2009"	"U"	1153	"(41.799756, -87.724493)"
"984716"	40960	"Pulaski-Orange"	"05/15/2008"	"W"	5522	"(41.799756, -87.724493)"
"984734"	40960	"Pulaski-Orange"	"03/27/2011"	"U"	1220	"(41.799756, -87.724493)"
"984794"	40960	"Pulaski-Orange"	"05/20/2003"	"W"	5491	"(41.799756, -87.724493)"
"984799"	40960	"Pulaski-Orange"	"06/02/2017"	"W"	5538	"(41.799756, -87.724493)"
"984858"	40960	"Pulaski-Orange"	"04/03/2010"	"A"	1530	"(41.799756, -87.724493)"
"985080"	40960	"Pulaski-Orange"	"10/27/2002"	"U"	969	"(41.799756, -87.724493)"
"985349"	40960	"Pulaski-Orange"	"08/10/2012"	"W"	4765	"(41.799756, -87.724493)"
"985543"	40960	"Pulaski-Orange"	"11/24/2016"	"U"	1128	"(41.799756, -87.724493)"
"985584"	40960	"Pulaski-Orange"	"01/21/2010"	"W"	4831	"(41.799756, -87.724493)"
"985655"	40960	"Pulaski-Orange"	"10/05/2016"	"W"	6164	"(41.799756, -87.724493)"
"985999"	40960	"Pulaski-Orange"	"09/03/2014"	"W"	6265	"(41.799756, -87.724493)"
"986012"	40960	"Pulaski-Orange"	"11/24/2001"	"A"	1387	"(41.799756, -87.724493)"
"986013"	40960	"Pulaski-Orange"	"11/21/2011"	"W"	5414	"(41.799756, -87.724493)"
"986047"	40960	"Pulaski-Orange"	"03/23/2009"	"W"	4726	"(41.799756, -87.724493)"
"986168"	40960	"Pulaski-Orange"	"12/16/2008"	"W"	4742	"(41.799756, -87.724493)"
"986691"	40960	"Pulaski-Orange"	"11/04/2002"	"W"	5640	"(41.799756, -87.724493)"
"986787"	40960	"Pulaski-Orange"	"01/08/2009"	"W"	4716	"(41.799756, -87.724493)"
"986884"	40960	"Pulaski-Orange"	"12/17/2007"	"W"	4805	"(41.799756, -87.724493)"
"987051"	40960	"Pulaski-Orange"	"02/11/2017"	"A"	2231	"(41.799756, -87.724493)"
"987191"	40960	"Pulaski-Orange"	"06/12/2004"	"A"	1997	"(41.799756, -87.724493)"
"987230"	40960	"Pulaski-Orange"	"09/21/2013"	"A"	2541	"(41.799756, -87.724493)"
"987300"	40960	"Pulaski-Orange"	"01/06/2016"	"W"	5044	"(41.799756, -87.724493)"
"987495"	40960	"Pulaski-Orange"	"01/07/2011"	"W"	4330	"(41.799756, -87.724493)"
"987615"	40960	"Pulaski-Orange"	"01/15/2012"	"U"	1224	"(41.799756, -87.724493)"
"987976"	40960	"Pulaski-Orange"	"12/03/2007"	"W"	5209	"(41.799756, -87.724493)"
"988104"	40960	"Pulaski-Orange"	"10/21/2007"	"U"	1333	"(41.799756, -87.724493)"
"988119"	40960	"Pulaski-Orange"	"08/18/2003"	"W"	4289	"(41.799756, -87.724493)"
"988215"	40960	"Pulaski-Orange"	"06/16/2014"	"W"	5009	"(41.799756, -87.724493)"
"988370"	40960	"Pulaski-Orange"	"04/30/2010"	"W"	4847	"(41.799756, -87.724493)"
"988749"	40960	"Pulaski-Orange"	"03/15/2017"	"W"	5379	"(41.799756, -87.724493)"
"988970"	40960	"Pulaski-Orange"	"12/02/2005"	"W"	5040	"(41.799756, -87.724493)"
"989266"	40960	"Pulaski-Orange"	"06/10/2013"	"W"	5188	"(41.799756, -87.724493)"
"989279"	40960	"Pulaski-Orange"	"10/17/2005"	"W"	5559	"(41.799756, -87.724493)"
"989453"	40960	"Pulaski-Orange"	"09/22/2003"	"W"	5807	"(41.799756, -87.724493)"
"989619"	40960	"Pulaski-Orange"	"11/05/2007"	"W"	5790	"(41.799756, -87.724493)"
"989984"	40960	"Pulaski-Orange"	"11/28/2006"	"W"	5648	"(41.799756, -87.724493)"
"990381"	40960	"Pulaski-Orange"	"06/24/2011"	"W"	4843	"(41.799756, -87.724493)"
"990392"	40960	"Pulaski-Orange"	"10/01/2008"	"W"	5931	"(41.799756, -87.724493)"
"990604"	40960	"Pulaski-Orange"	"03/02/2005"	"W"	5036	"(41.799756, -87.724493)"
"990929"	40960	"Pulaski-Orange"	"05/04/2007"	"W"	5405	"(41.799756, -87.724493)"
"991179"	40960	"Pulaski-Orange"	"08/24/2004"	"W"	4259	"(41.799756, -87.724493)"
"991231"	40960	"Pulaski-Orange"	"01/03/2002"	"W"	3936	"(41.799756, -87.724493)"
"991322"	40960	"Pulaski-Orange"	"04/20/2002"	"A"	1472	"(41.799756, -87.724493)"
"991491"	40960	"Pulaski-Orange"	"03/10/2009"	"W"	4940	"(41.799756, -87.724493)"
"991724"	40960	"Pulaski-Orange"	"07/11/2015"	"A"	2999	"(41.799756, -87.724493)"
"991974"	40960	"Pulaski-Orange"	"03/29/2010"	"W"	3809	"(41.799756, -87.724493)"
"992259"	40960	"Pulaski-Orange"	"09/08/2008"	"W"	5678	"(41.799756, -87.724493)"
"992280"	40960	"Pulaski-Orange"	"08/18/2005"	"W"	4349	"(41.799756, -87.724493)"
"992348"	40960	"Pulaski-Orange"	"02/16/2017"	"W"	5187	"(41.799756, -87.724493)"
"992536"	40960	"Pulaski-Orange"	"03/07/2017"	"W"	5443	"(41.799756, -87.724493)"
"992538"	40960	"Pulaski-Orange"	"02/19/2007"	"W"	3273	"(41.799756, -87.724493)"
"992977"	40960	"Pulaski-Orange"	"02/03/2011"	"W"	3032	"(41.799756, -87.724493)"
"993072"	40960	"Pulaski-Orange"	"07/08/2009"	"W"	4324	"(41.799756, -87.724493)"
"993126"	40960	"Pulaski-Orange"	"09/03/2012"	"U"	2066	"(41.799756, -87.724493)"
"993163"	40960	"Pulaski-Orange"	"05/17/2011"	"W"	5202	"(41.799756, -87.724493)"
"993196"	40960	"Pulaski-Orange"	"09/10/2016"	"A"	2404	"(41.799756, -87.724493)"
"993229"	40960	"Pulaski-Orange"	"08/24/2011"	"W"	4999	"(41.799756, -87.724493)"
"993731"	40960	"Pulaski-Orange"	"01/14/2008"	"W"	5176	"(41.799756, -87.724493)"
"993801"	40960	"Pulaski-Orange"	"09/14/2005"	"W"	5872	"(41.799756, -87.724493)"
"993947"	40960	"Pulaski-Orange"	"06/29/2008"	"U"	2685	"(41.799756, -87.724493)"
"993953"	40960	"Pulaski-Orange"	"01/30/2006"	"W"	5128	"(41.799756, -87.724493)"
"993991"	40960	"Pulaski-Orange"	"07/17/2015"	"W"	5224	"(41.799756, -87.724493)"
"994047"	40960	"Pulaski-Orange"	"09/09/2013"	"W"	5639	"(41.799756, -87.724493)"
"994089"	40960	"Pulaski-Orange"	"12/26/2001"	"W"	3148	"(41.799756, -87.724493)"
"994206"	40960	"Pulaski-Orange"	"11/25/2003"	"W"	5491	"(41.799756, -87.724493)"
"994278"	40960	"Pulaski-Orange"	"01/17/2001"	"W"	5861	"(41.799756, -87.724493)"
"994407"	40960	"Pulaski-Orange"	"08/26/2003"	"W"	4483	"(41.799756, -87.724493)"
"994490"	40960	"Pulaski-Orange"	"02/24/2008"	"U"	1119	"(41.799756, -87.724493)"
"994588"	40960	"Pulaski-Orange"	"08/30/2004"	"W"	4404	"(41.799756, -87.724493)"
"994873"	40960	"Pulaski-Orange"	"01/31/2005"	"W"	5135	"(41.799756, -87.724493)"
"994936"	40960	"Pulaski-Orange"	"10/07/2015"	"W"	6406	"(41.799756, -87.724493)"
"995154"	40960	"Pulaski-Orange"	"11/25/2017"	"A"	2505	"(41.799756, -87.724493)"
"995189"	40960	"Pulaski-Orange"	"09/04/2006"	"U"	1180	"(41.799756, -87.724493)"
"995250"	40960	"Pulaski-Orange"	"12/29/2009"	"W"	3231	"(41.799756, -87.724493)"
"995360"	40960	"Pulaski-Orange"	"10/04/2004"	"W"	5576	"(41.799756, -87.724493)"
"995602"	40960	"Pulaski-Orange"	"01/18/2004"	"U"	784	"(41.799756, -87.724493)"
"995782"	40960	"Pulaski-Orange"	"09/19/2012"	"W"	6049	"(41.799756, -87.724493)"
"995807"	40960	"Pulaski-Orange"	"10/19/2001"	"W"	5499	"(41.799756, -87.724493)"
"995868"	40960	"Pulaski-Orange"	"07/23/2001"	"W"	4635	"(41.799756, -87.724493)"
"995901"	40960	"Pulaski-Orange"	"10/11/2005"	"W"	5823	"(41.799756, -87.724493)"
"995989"	40960	"Pulaski-Orange"	"10/22/2009"	"W"	5390	"(41.799756, -87.724493)"
"996117"	40960	"Pulaski-Orange"	"09/14/2004"	"W"	5711	"(41.799756, -87.724493)"
"996371"	40960	"Pulaski-Orange"	"10/03/2009"	"A"	2129	"(41.799756, -87.724493)"
